Item,Transaction,Kuantitas
KARPET SPONS TEBAL,1,1
BANTAL/GULING MAHKOTA MERAH,1,1
BANTAL GULING CANON,2,1
BASKOM JERMAN 16 SILVER,3,2
SAPU SENAR,4,1
RAK ACTIV 4SSN,1,1
BANGKU  BAKSO WARNA,2,2
PEL PELAN GSF,1,1
SABUT CUCI PIRING,2,1
PANCI EAGLE 33,1,1
BOTOL KACA BONEKA,1,1
UMBUL 8 DAUN,1,2
BASKOM BUNGA 14 SL,1,1
BASKOM CANTIK UK 12,2,1
SARINGAN TEH KECIL,3,1
TEFLON GSF 22CM,4,1
KESED CENDOL,5,1
JEMURAN POPOK 30 LION STAR,6,1
LAMPU LAYANGAN,1,2
JEMURAN HANDUK GSF,2,1
SPREI HOME UK 160 & 180,1,1
BENDERA MERAH PUTIH UK 70X110CM,1,1
UMBUL 8 DAUN,2,1
BALON NANO ECER,3,2
MAINAN SQUISY KARET,1,1
LEMARI TABITHA 4 SUSUN,1,4
LEMARI TABITHA 4 SUSUN,1,1
KURSI JATI MINIMALIS,1,1
KORDEN SMOKRING,1,2
TIMBANGAN GSF 2OKG,2,1
MAINAN HAVE FUN 832,3,1
MAINAN TRUK UPC KGP 72,4,1
KAOS KAKI TELAPAK SD 3,5,1
TOPRON,6,1
KERTAS KADO,1,1
KORDEN SMOKRING,1,3
BATANG KORDEN 1M,2,1
BATANG KORDEN 2M,3,1
KIPAS DINDING WELHOME 1663E,4,1
STIKER MOMO,1,1
SALEP CINA BSR,1,2
BALON NANO ECER,2,2
REGULATOR QUANTUM+PANDOM,1,1
SELANG REGULATOR GHC-4E,2,1
KOMPOR RINNAI 522 S,3,1
BALON NANO ECER,4,2
RAK COSMIC SSN 5,1,1
MEJA SETRIKA BERDIRI,2,1
HANGER KAWAT STENLIS,1,2
MANTEL SETELAN  POLKADOT,1,1
CIMORY BOTOL,1,1
KIPAS WELHOME BERDIRI 1681,1,1
PEL PELAN GSF,1,2
PISAU KAYU 6305,1,1
KAOS KAKI TUMIT GAMBAR,1,1
KAOS KAKI ANAK U 4-8,1,1
KAOS KAKI TUMIT GAMBAR,2,1
COOPER STAINLIS GSF,1,1
EMBER 20 SJP HITAM,1,1
CARAMEL DOUBLE POLE,2,1
SPON MANDI,3,1
DALEMAN MAGICOM,4,1
TREMOS SOLARIS LION STAR,5,1
BENDERA MERAH PUTIH UK 70X110CM,1,2
TAPLAK MEJA MAKAN,1,1
TOPRON,1,1
"OILPOTS STAINLESS 1,3L",2,1
LAMPU LAYANGAN,1,1
TUDUNG SAJI SILVER,1,1
VALUE SET LAZIO,2,1
TEMPAT PENSIL CAS 1002,1,1
LEMARI LS2P NON KACA,1,1
CRAYON SET 208,1,1
PISAU DAPUR,2,1
BOX CB 128,3,1
KAPSTOK 7 KAIT JUMBO,1,1
JEPITAN BAJU WISA,2,1
TRUK OLENG,3,1
TUDUNG SAJI WARNA,1,1
SENDOK/GARPU BATIK,2,2
CENTONG IMPORT SMILE,3,1
HANDUK DEWASA,1,2
HANDUK DEWASA,1,1
KESED MIE,2,1
LEMARI GALVANIS 3P,1,1
RAK ACTIV 3SSN,1,1
LEMARI TABITHA 4 SUSUN,2,1
STOP KONTAK 5 LUBANG,3,1
KIPAS WELHOME BERDIRI 1681,4,1
LAMPU LAYANGAN,1,1
JAM BEKER,2,1
BATU BATRAI DYNAMAX,1,1
BASKOM JERMAN 16 SILVER,1,2
HANGER KAWAT STENLIS,2,1
MINUMAN TEH PUCUK,1,1
LEMARI TABITHA 4 SUSUN,1,1
KIPAS WELHOME BERDIRI 1681,1,1
KARPET SPONS TEBAL,1,1
BUSA INOAC 160x20,2,1
SELIMUT KARAKTER ANAK,1,1
PAYUNG LIPAT MOTIF,2,1
KESED KARAKTER,1,2
KUNINGAN KOMPOR,2,1
SELIMUT KARAKTER ANAK,3,1
JAM DINDING VINODA,4,1
HANDUK MERAH PUTIH UK60,1,1
PAYUNG LIPAT MOTIF,2,1
BOTOL MY BOTLE,3,1
LEMARI TABITHA 4 SUSUN,1,1
BOTOL KACA BONEKA,1,5
PAYUNG LIPAT 3 DIMENSI,2,5
TEMPAT MAKAN FOLLY BOX 02,3,5
TOPLES PUZZLE SET,4,5
ESKAN JUMBO,5,4
ESKAN MINI,6,2
CELENGAN SIZE S,7,5
BOTOL MINIGO,8,5
BOTOL KACA KAKTUS,9,5
PAYUNG LIPAT MOTIF,1,1
KERANJANG THANOS,2,1
HANGER KAWAT STENLIS,3,1
KESED MUTIARA,1,2
SULAK RAFIA,2,1
REGULATOR PLUS SELANG MPU,1,1
TEMPAT SAMPAH SENORITA KECIL,2,1
"OILPOTS STAINLESS 1,3L",3,1
RICE BUCKET 14L,4,1
SENDOK/GARPU BATIK,5,2
TEFLON GSF 24CM,6,1
BOTOL RUSA TALI PANJANG,1,1
GELAS MUG TTP 1 WARNA,2,1
KARPET METERAN,1,3
TAPLAK MEJA MAKAN,2,1
PENGHAPUS,3,2
KORDEN SMOKRING,1,1
PEL PELAN GSF,1,1
PAYUNG JUMBO SILVER,2,1
SARINGAN TEH TANGGUNG,1,1
UMBUL 8 DAUN,2,1
TAPLAK KULKAS,3,1
TUDUNG SAJI JAGO CRYSTAL,4,1
BATANG KORDEN 1M,5,1
BOTOL MASKY LIONSTAR,6,1
KORDEN SMOKRING,7,1
sabun cuci piring b-light,1,1
TOPRON,2,1
KIPAS COSMOS SBD,1,1
MINUMAN TEH PUCUK,1,2
TEKO COR 28,1,1
PANCI SUSU TUTUP 16,1,1
KARPET SPONS MURAH,2,1
LAMPU LAYANGAN,1,2
LAMPU LAYANGAN,1,1
WAJAN UK 14,1,1
LAMPU LAYANGAN,1,2
TREMOS INDOGLASS 1000ML,1,5
KERANJANG BAJU LIVINA,2,5
LEMARI TABITHA 4 SUSUN,3,2
SPIN MOP SHENAR,1,1
BALON NANO ECER,1,1
KIPAS TANGAN PORTABEL,2,1
KARPET METERAN,1,10
TEMPAT SENDOK YOYO,2,1
BASKOM JERMAN 20 SILVER,3,2
WAJAN UK 18,4,1
UMBUL 8 DAUN,1,3
LAMPU LAYANGAN,1,15
WAJAN UK 20,1,1
PANCI EAGLE 33 SARANGAN,2,1
TUDUNG SAJI JAGO CRYSTAL,3,1
PEL PELAN VINODA,1,1
KAPSTOK JEMPOL 6 KAIT,2,1
TEMPAT SAMPAH SENORITA KECIL,3,1
AQUA,1,1
BALON NANO ECER,2,1
BOTOL TAKUMA,1,1
SPIN MOP SHENAR,2,1
sabun cuci piring b-light,3,1
LEMARI TABITHA 4 SUSUN,4,1
PAYUNG LIPAT 3 DIMENSI,5,1
KASUR LANTAI PALEMBANG,1,3
KASUR GANDER TEBAL,2,1
MEJA SETRIKA BERDIRI,3,2
CRAYON SET 208,4,2
BOTOL MINIGO,5,1
KURSI ANAK SENDERAN,6,1
TIMBANGAN GSF 2OKG,1,1
BANGKU  BAKSO WARNA,1,2
UMBUL 8 DAUN,2,2
UMBUL 8 DAUN,1,5
TEMPAT MAKAN GRACIA,2,6
SENDOK/GARPU BATIK,3,10
SARINGAN TEH PLASTIK,4,12
CENTONG NASI PLASTIK,5,24
TREMOS LION STAR CORONA,6,2
TREMOS ELEPHANT,7,2
TREMOS SOLARIS LION STAR,8,1
GAYUNG STANDAR,9,12
PENGKI CAPUCCINO,10,12
RAK MINI DX,11,3
TALENAN KAYU BSR,12,1
TATAKAN KOMPOR KAKI 6,1,4
TEKO SIUL MASPION 24,1,1
TEMPAT SENDOK  FLO PJJ,1,6
REGULATOR PLUS SELANG MPU,2,2
GAYUNG JUMBO,1,2
WAJAN UK 16,2,1
UMBUL 8 DAUN,3,1
BENDERA MERAH PUTIH UK 70X110CM,4,1
SIKAT BAJU GAGANG,5,1
TOPRON,6,1
KARPET GAMBAR BOLAK BALIK UK 180X180,7,1
GAYUNG PANJANG,1,1
GAYUNG JUMBO,2,1
TREMOS SOLARIS LION STAR,1,1
JAM DINDING VINODA JUMBO,1,1
BATU BATRAI DYNAMAX,2,1
sabun cuci piring b-light,1,1
BOTOL TAKUMA,1,1
sabun cuci piring b-light,2,1
SAPU DUK BINTANG,3,1
PANCI SUSU TUTUP 16,1,1
DIPAN 160 MINIMALIS,2,1
BOTOL TAKUMA,1,1
BOTOL MINIGO,2,1
VALUE SET LAZIO,3,1
KERTAS KADO,4,1
TIKAR LIPAT MAHAMERU,1,1
GUNTING TANGGUNG,2,1
TIKAR LIPAT MAHAMERU,1,1
BENDERA MERAH PUTIH UK 70X110CM,1,1
PAYUNG JUMBO SILVER,2,1
SARUNG BUSA 180X20,1,1
PANCI EAGLE 30 SARANGAN,1,1
HANGER KAWAT WARNA,1,1
BENDERA MERAH PUTIH UK 70X110CM,1,1
TOPLES PUZZLE SET,1,1
BOTOL MASKY LIONSTAR,2,1
BOTOL KACA BONEKA,3,1
SELIMUT KARAKTER ANAK,4,1
KAOS KAKI SD HITAM PUTIH 1,5,2
celengan jumbo,1,1
SENDOK POLKADOT,1,1
MINUMAN KOPI ABC,2,1
SABUT CUCI PIRING,1,1
BOTOL RUSA TALI PANJANG,2,1
SPRINGBED BIGLAND 160,1,1
SPREI HOME UK 160 & 180,2,1
MAINAN ANAK PAPAN TULIS SW991,3,1
BOTOL RUSA TALI PANJANG,1,1
SPREI BONITA 180x200,1,1
BOTOL MASKY LIONSTAR,2,1
SPRINGBED BIGLAND 160,3,1
LEMARI TABITHA 4 SUSUN,1,1
celengan jumbo,1,1
TALENAN KAYU BSR,1,1
MAGICOM MIYAKO 528 SB,1,1
MAINAN MOBIL KGP 69,2,1
KAPSTOK NAGAMAS 8 KAIT,3,1
PANCI EAGLE 22 SARANGAN,1,1
SANDAL SWALLOW BSR,2,1
GAGANG SUPERMOP,3,1
MAINAN KAPAL Y1 22,1,1
BENDERA MERAH PUTIH UK 70X110CM,1,2
TEKO COR 28,1,1
PANCI EAGLE 33 SARANGAN,2,1
BENDERA MERAH PUTIH UK 70X110CM,1,1
TEMPAT SAYUR KOTAK PRASMANAN,1,2
BOTOL KACA 1985-1,1,1
KITCHEN MONICA 3SSN,1,1
KERANJANG SAMPAH TANGGUNG PANDA,2,2
RAKET NYAMUK FAMILY HELPER,3,1
RAK COSMIC SSN 5,4,1
TUDUNG SAJI SHINPO,5,1
MEJA BELAJAR IMPOR KARAKTER,1,1
MEJA BELAJAR IMPORT POLOS,2,1
TREMOS SOLARIS LION STAR,1,1
PANCI SUSU TUTUP 16,2,1
PISAU DAPUR,3,1
KORDEN SMOKRING,1,2
BATANG KORDEN 2M,2,1
BALON NANO ECER,3,1
SPREI HOME UK 160 & 180,1,1
KAPSTOK JEMPOL 6 KAIT,2,1
JEPITAN KUE HITAM,3,1
BOTOL MASKY LIONSTAR,4,1
GAGANG SUPERMOP,1,1
PAYUNG LIPAT 3 DIMENSI,2,1
BENDERA MERAH PUTIH UK 70X110CM,1,1
UMBUL 8 DAUN,2,2
PENGHAPUS,3,1
PEMBATAS KERTAS,4,1
"RICE BUCKET 10,5L",1,1
MAGICOM MIYAKO MCM 509,1,1
JAM VINODA BIASA,1,1
KASUR LANTAI PALEMBANG,2,1
KIPAS WELHOME BERDIRI 1681,3,1
MEJA BELAJAR IMPOR KARAKTER,1,1
SOVA,1,4
TEMPAT SENDOK  FLO PJJ,2,1
PERETAN SERBAGUNA,1,1
PARUDAN KEJU,2,2
KURSI JATI MINIMALIS,1,1
BUSA ROYAL 140x20,2,1
BIGSTAND HANGER,1,1
KOMPOR HCL 2 TUNGKU,1,1
REGULATOR PLUS SELANG MPU,2,1
DALEMAN MAGICOM,1,1
PANCI EAGLE 22 SARANGAN,2,1
TEAPOT SARINGAN,3,1
BIGSTAND HANGER,4,1
JAM DINDING VINODA,1,1
BATU BATRAI DYNAMAX,2,1
BUKU VISION ISI 58,3,1
TEKO LISTRIK LYQ,1,1
JEPITAN BAJU WISA,2,2
ALAT PEMBERSIH BOTOL,3,1
PENGKI CAPUCCINO,1,1
CELENGAN SIZE XL,2,2
BAK 23 HITAM,1,1
sabun cuci piring b-light,2,1
KAOS KAKI TELAPAK SD 3,1,1
BOTOL TAKUMA,1,2
TEMPAT SAMPAH SENORITA KECIL,2,2
MAINAN SEPEDA V05,3,1
KAOS KAKI TELAPAK SD 3,4,1
LEMARI BILPIN AKAKO SSN 4,1,1
REGULATOR PLUS SELANG MPU,2,1
KARPET SPONS MURAH,3,1
SARINGAN TEH STENLIS UK 20,4,1
TATAKAN KOMPOR KAKI 4,5,2
GAGANG SUPERMOP,1,1
SPREI BONITA 180x200,1,1
SELIMUT KARAKTER ANAK,2,1
TATAKAN KOMPOR KAKI 4,1,2
HANGER KAWAT STENLIS,2,2
SENDOK/GARPU BATIK,3,2
TALENAN KAYU BSR,4,1
GELAS CANTEL JEMPOL,5,2
DIPAN 160 MINIMALIS,1,1
WAJAN UK 16,1,1
KURSI JATI,1,1
CIMORY SQUIZE,1,1
PANCI EAGLE 24 SARANGAN,1,5
WAJAN KUPING ENAMEL,2,2
WAJAN GAGANG ENAMEL,3,3
PANCI SUSU TUTUP 16,4,5
MINUMAN FANTA,1,1
SUSU MILO,1,1
BATANG KORDEN 1M,2,1
TEH FRESTEA,3,1
KOTAK MAKAN LIONSTAR,4,1
KARPET METERAN,5,3
PANCI SUSU TUTUP 16,1,2
PANCI EAGLE 24 SARANGAN,2,1
OVEN BIMA BESAR 3SSN,3,1
MAWAR LAUNDRY REFILL,1,1
sabun cuci piring b-light,2,1
BANTAL GULING CANON,1,1
BUCKET MILKTEA 12L,1,1
BOTOL RUSA TALI PANJANG,2,1
TUDUNG SAJI JAGO CRYSTAL,3,1
SIKAT WC IMPORT,4,1
SIKAT CUCI BAJU,5,1
KERTAS KADO,1,6
BOTOL TAKUMA,1,2
BOTOL MINIGO,1,3
LAMPU LAYANGAN,2,1
KERANJANG PAJERO WARNA,1,1
UMBUL 8 DAUN,2,2
KURSI JATI,1,1
CELENGAN TRAIN SAVING BOX,1,1
KASUR GANDER TEBAL,2,1
MEJA BELAJAR IMPOR KARAKTER,3,1
CIMORY YOGURT STIK,1,1
TEH FRESTEA,2,1
KERANJANG PAJERO POLOS,1,1
LAMPU LAYANGAN,1,1
KARPET JAGUAR JUMBO,1,1
SELIMUT DEWASA,2,1
BENDERA MERAH PUTIH UK 70X110CM,3,1
KARPET SPONS TEBAL,1,2
GELAS JUS PORTO,1,1
KARPET SPONS TEBAL,2,1
KERANJANG PAJERO WARNA,3,2
TEKO SET JAGO,4,1
BOTOL TAKUMA,1,1
BOTOL MINIGO,2,1
KARPET SPONS MURAH,1,2
BASKOM CANTIK UK 20,1,1
MANGKOK 2 WARNA,1,1
TOPLES BENING MOTIF,1,1
JAM DINDING VINODA,2,1
BATU BATRAI DYNAMAX,3,1
MUG GELAS PLASTIK WARNA,1,1
CIMORY SQUIZE,2,1
BOTOL DOT 4D 128,3,1
SET TEMPAT MAKAN 4D 234,1,1
KERANJANG PAJERO POLOS,1,2
KERANJANG PAJERO POLOS,1,1
KERANJANG THANOS,1,1
HANGER KAWAT STENLIS,2,1
LAMPU AGUSTUSAN KABEL HITAM,1,2
BOX EZ 75,1,1
EMBER 0.5 GALON MINI SHINPO,2,1
CLUNNY SET,3,1
KONTAINER MINI SSN 3 TIARA,4,1
RAK RSTK 4 SSN TABITHA,5,1
TREMOS SOLARIS LION STAR,2,1
JAM VINODA JUMBO,1,1
JAM DINDING VINODA,2,1
BATRAI MAXWATT,3,1
BATU BATRAI DYNAMAX,4,3
GAYUNG STANDAR,5,1
MILK POT UK16,6,1
PANCI DANDANG 18CM,7,1
MAINAN TELEPHONE DT 688,8,1
TEH GELAS,1,1
WAKUL EAGLE 26,1,1
WAKUL KEPUNGAN WARNA STANDAR BIRU,1,2
KERANJANG PAJERO WARNA,2,1
MOBIL MONSTER TARIK,1,1
CRAYON SET 208,2,1
GELAS PLASTIK FAMILLY,1,2
GELAS RT KEMBANG,2,2
BOTOL KACA 1985-1,3,4
GAYUNG JUMBO,4,4
TOPLES CALISTA JASMIN SET,5,1
PEL PELAN VINODA,1,1
TEMPAT SENDOK OSAKA,2,1
KERANJANG PAJERO POLOS,3,1
SAJADAH GOKKUSAGI,4,1
BLENDER COSMOS 282,5,1
AMPLOP MERPATI,6,1
TEMPAT PENSIL CAS 3233,1,2
CELENGAN SIZE XL,2,1
CELENGAN SIZE L,3,1
PANCI SUSUN HAPPY BIRD,1,1
MIXER NATIONAL OMEGA,1,1
UMBUL 8 DAUN,2,1
BOTOL MASKY LIONSTAR,3,1
KAOS KAKI ANAK U 4-8,4,1
TREMOS INDOGLASS 1000ML,1,1
KOTAK MAKAN LIONSTAR,2,1
RAK PIRING EKONOMI BESAR,1,1
SPREI HOME UK 160 & 180,1,1
KORDEN SMOKRING,1,1
HANDUK DEWASA,2,1
BATANG KORDEN 1M,3,1
TALENAN KAYU BSR,1,1
KASUR BUSA LIPAT SOFFABED UK 120X180X8CM,2,2
KERANJANG PAJERO WARNA,3,2
PANCI KUAH ENAMEL 20,1,4
BOTOL KACA 1985-1,2,5
TEMPAT MAKAN FOLLY BOX 02,3,5
JAM DINDING VINODA,4,4
KARPET SPONS MURAH,1,1
CANGKIR LEPEK ROSE,1,4
TEAPOT WARNA,2,1
TISU NICE,3,2
HANDUK DEWASA,1,1
TERMOS KOPI,1,1
MINUMAN TEH KOTAK,1,3
SARINGAN TEH STENLIS UK 20,2,1
LAMPU LAYANGAN,1,1
PIRING LUCKY COKLAT,1,1
GAYUNG STANDAR,1,1
JEMURAN POPOK 30 LION STAR,2,1
GUNTING KECIL,3,1
KARPET SPONS MURAH,1,1
TIMBANGAN BADAN VINODA,2,1
EMBER 40L WARNA PAIL UKIR,1,1
SUPERMOP BOLDE STENLIS,1,1
TOPRON,2,1
TEMPAT MAKAN FOLLY BOX 02,1,1
BANTAL/GULING MAHKOTA MERAH,1,1
NAMPAN 3 SL,2,1
KORDEN SMOKRING,3,1
PISAU STENLIS BUAH,4,1
KERANJANG PAJERO POLOS,1,1
BATANG KORDEN 1M,1,1
BASKOM JERMAN 22 SILVER,1,2
PANCI BIASA 20CM,2,1
DINGKLIK LION STAR,1,1
BOTOL RUSA TALI PANJANG,2,1
KARPET GAMBAR BOLAK BALIK UK 120X180,1,1
KASUR GANDER TEBAL,2,1
KARPET SPONS MURAH,1,1
LEMARI BILPIN AKAKO SSN 4,1,1
LEMARI LS2P KACA,2,1
LAMPU LAYANGAN,1,2
TEMPAT MAKAN GRACIA,1,1
KERTAS KADO,2,1
BENDERA MERAH PUTIH UK 70X110CM,1,1
TEH GELAS,1,2
MEJA SETRIKA BERDIRI,1,1
KOMPOR RINNAI 522E,1,1
REGULATOR PLUS SELANG MPU,2,1
BOTOL TAKUMA,1,1
PANCI SUSU TUTUP 16,2,1
TEMPAT MAKAN ENZONA TWIN LUNCHBOX,3,1
HANDUK DEWASA,4,1
BOTOL DOT 4D 128,5,1
UMBUL 8 DAUN,6,3
GANTUNGAN AL QURAN,7,1
SEROK TANGGUNG STENLIS,8,1
SIKAT WC NAGOYA,9,1
SAJADAH GOKKUSAGI,1,1
KARPET GAMBAR BOLAK BALIK UK 180X180,2,1
BENDERA MERAH PUTIH UK 70X110CM,1,1
UMBUL 8 DAUN,2,1
MAWAR LAUNDRY REFILL,3,4
EMBER APP 24 HITAM,1,1
KAOS KAKI JR SAMSUNG,2,1
KAOS KAKI SPORT ADIDAS,1,2
KORDEN SMOKRING,1,5
BATANG KORDEN 2M,2,1
BATANG KORDEN 1M,3,2
SAPU CLASIC VINODA,4,1
TREMOS SOLARIS LION STAR,1,1
TIKAR LIPAT MAHAMERU,1,2
TREMOS SOLARIS LION STAR,1,1
PEL PELAN VINODA,2,1
BATANG KORDEN 1M,1,1
SUPERMOP BOLDE UNICRON,1,1
KASUR BUSA LIPAT SOFFABED UK 120X180X8CM,1,2
SETRIKA NIKO,1,1
BOTOL KACA 1985-1,2,1
ALAS SETRIKA,3,1
BOTOL RUSA TALI PANJANG,1,2
BOTOL DOT 4D 128,2,1
TAMPAH MURAH UK 40,3,1
KERANJANG PAJERO WARNA,4,2
LEMARI SLEDING GALVANIS 4 P,1,1
KERANJANG THANOS,2,1
PENGKI CAPUCCINO,3,1
KAOS KAKI HITAM SMP,4,2
KERANJANG THANOS,1,2
BATANG KORDEN 1M,2,1
KORDEN SMOKRING,3,1
KESED MIE,1,1
SELIMUT DEWASA,2,1
BOTOL DOT 4D 128,1,1
KERANJANG PAJERO POLOS,1,3
CIMORY YOGURT STIK,1,1
EMBER 40L HITAM PAIL UKIR,1,1
CIMORY YOGURT STIK,1,1
EMBER 20 SJP HITAM,1,1
PANCI SUSU ENAMEL WARNA,1,1
KAOS KAKI SMA HITAM PUTIH,2,1
LEMARI TABITHA 4 SUSUN,1,1
SENDOK/GARPU BATIK,1,4
BOTOL 4W 820,2,10
TEMPAT MAKAN FOLLY BOX 02,3,10
VALUE SET LAZIO,1,1
TEMPAT MAKAN GRACIA,2,1
LEMARI 12 SUSUN SERBAGUNA ACTIV,1,1
BOTOL SEDOTAN 4W 936,1,1
CIMORY YOGURT STIK,2,1
PAYUNG PELANGI DAGANG,1,1
LEMARI BILPIN AKAKO SSN 4,1,3
LEMARI TABITHA 4 SUSUN,2,1
SENDOK/GARPU BATIK,1,2
SENDOK GARPU 4D 222,2,3
CENTONG NASI SUPER,3,1
TISU NICE,4,2
MAINAN DISPENSER JUMBO,1,1
KERANJANG PAJERO POLOS,1,1
MAINAN PEDANG SAMURAI,2,1
MAINAN KITCHEN Lets play,1,1
MAINAN ANAK PAPAN TULIS SW991,2,1
TERMOS KOPI,1,1
MAGICOM VOTRE 1.2L,1,1
KORDEN SMOKRING,2,5
BATANG KORDEN 2M,3,3
DIPAN 160 MINIMALIS,4,1
MANGKOK 2 WARNA,1,1
PIRING 2 WARNA,2,1
TISU NICE,3,1
BANTAL/GULING KARAKTER,4,1
KERANJANG PAJERO POLOS,5,2
KAPSTOK 7 KAIT JUMBO,6,1
TEH GELAS,1,1
BOTOL KACA 1985-1,1,3
BOTOL MASKY LIONSTAR,2,3
PISAU LJ 1P 505,3,1
WAJAN KUPING ENAMEL,1,2
STOP KONTAK 5 LUBANG,2,1
HANDUK DEWASA,3,1
KIPAS DINDING WELHOME 1663E,1,1
TEH FRESTEA,2,1
BONCENGAN ROTAN LILITAN SABUK,1,1
PAYUNG JUMBO SILVER,1,3
PAYUNG LIPAT MOTIF,2,1
BOX EZ 150,1,1
PANCI EAGLE 22 SARANGAN,1,1
PANCI EAGLE 26 SARANGAN,2,1
PANCI EAGLE 28 SARANGAN,3,1
LEMARI AKAKO LP2P JUMBO VIP,1,1
BOTOL KACA 1985-1,2,2
KOMPOR RINNAI 522 C,3,1
HANDUK DEWASA,4,1
KERANJANG THANOS,5,1
EMBER 40L HITAM PAIL UKIR,1,1
GELAS RT KEMBANG,2,2
KIPAS TANGAN PORTABEL,3,1
KERANJANG THANOS,4,1
SENDOK/GARPU BATIK,5,2
PISAU BUAH 269,6,1
KANEBO BIRU,7,1
RAK PIRING STAINLES 2 SSN,1,1
4B-415 T NASI,1,1
GELAS TAKAR AIR,2,1
LAMPU LAYANGAN,1,1
SARINGAN STENLIS 24,1,1
SALEP CINA BSR,1,2
GELAS CANTEL JEMPOL,1,3
GELAS CANTEL POLOS JUMBO,2,3
TEMPAT MAKAN GRACIA,3,4
BOTOL TAKUMA,4,3
KIPAS WELHOME BERDIRI 1681,1,1
MAGIC MOP,2,1
MIXER NATIONAL OMEGA,3,1
KOMPOR TECSTAR 1TUNGKU,4,1
GAYUNG STANDAR,5,3
PANCI KUAH ENAMEL 20,1,1
SALEP CINA AMBEIEN,1,1
TREMOS INDOGLASS 750ML,2,1
RAK COSMIC 4 SSN,3,1
KARPET SPONS MURAH,1,1
KARPET METERAN,1,2
RICE BUCKET 8.5L,1,1
PEL PELAN GSF,1,1
KARPET METERAN,1,2
GAYUNG PANJANG,2,1
GAYUNG JUMBO,3,1
KANEBO INNOVA TEBAL,4,1
SIKAT WC OTSU,5,1
TALENAN KAYU BSR,1,2
BIGSTAND HANGER,1,1
PANCI EAGLE 22 SARANGAN,1,1
SIKAT LANTAI GAGANG 2281,2,1
SIKAT BAJU IMPORT,3,1
KARPET METERAN,1,2
PANCI GORENG SERBAGUNA GSF,1,5
WAJAN KUPING ENAMEL,2,2
BOTOL MY BOTLE,3,2
MANGKOK SAYUR 2200,4,3
KIPAS MEJA KARAKTER WELHOME,1,1
CANGKIR LEPEK LUCKY,1,1
GAYUNG STANDAR,2,1
DINGKLIK LION STAR,3,1
KIPAS COSMOS SBD,1,1
PANCI EAGLE 28,1,1
KERANJANG SAMPAH FORTUNA,2,1
KERANJANG THANOS,3,2
COOPER STAINLIS GSF,1,1
PANCI EAGLE 28,1,2
SPATULA SET GSF 4507,2,2
PANCI EAGLE 26,3,2
PANCI KUAH ENAMEL 22 GSF,4,2
KIPAS WELHOME BERDIRI 1681,5,2
BOTOL KACA DUS,6,5
POMPA GALON ELEKTRIK GSF,7,1
SET TEMPAT MAKAN 4D 234,8,4
BLENDER OMEGA NATIONAL,9,2
SPIN MOP SHENAR,10,2
TUDUNG SAJI JAGO CRYSTAL,11,2
RAK COSMIC 4 SSN,12,2
RAK PIRING AIS,13,2
KERANJANG PAJERO POLOS,14,5
RICE BUCKET 8.5L,15,1
RICE BUCKET 17L,16,1
CIMORY BOTOL,1,1
CIMORY BOTOL,1,1
KARPET SPONS MURAH,2,1
CIMORY BOTOL,1,1
PANCI DANDANG 18CM,1,3
RAK MINI DX,2,2
KITCHEN MONICA 3SSN,3,1
WAJAN STENLIS 30,4,3
TEMPAT DONAT PUTIH,5,1
MANGKOK SAYUR 2200,6,2
HANDUK DEWASA,7,1
PAYUNG 16 JARI,8,2
BASKOM CANTIK UK 18,9,2
BANTAL GULING CANON,10,3
TOPLES 16L,11,2
BOTOL RUSA TALI PANJANG,12,2
CIMORY BOTOL,1,1
PANCI EAGLE 26 SARANGAN,1,1
AQUA,1,3
JAM DINDING VINODA,1,1
KORDEN SMOKRING,1,8
BOTOL 4W 820,1,1
KOMPOR HCL 2 TUNGKU,1,1
REGULATOR PLUS SELANG MPU,2,1
TEMPAT PENSIL KALKULATOR,3,1
KIPAS TANGAN PORTABEL,4,1
SULAK RAFIA,1,1
SOLED STENLIS,1,1
SEROK TANGGUNG STENLIS,2,1
SUTIL KAYU,3,1
SARINGAN STENLIS 24,4,1
JEPITANG GORENGAN STENLIS,5,1
BUKU GAMBAR,6,2
BALON NANO ECER,7,1
GUNTING KUKU KECIL,8,1
TAMPAH PLASTIK UK M,1,1
TEMPAT SAMPAH SENORITA KECIL,2,1
MANGKOK SAYUR 2200,1,3
HANDUK DEWASA,1,2
SALEP CINA SASET,1,2
TEKO SIUL MASPION 24,1,1
EMBER APP 24 HITAM,2,2
BAK MANDI BAYI,3,1
WAJAN GAGANG ENAMEL,4,1
PAPAN TULIS UK 40 BOLAK BALIK,1,1
LEMARI CORTEZ KACA,1,1
LEMARI GALVANIS 3P,2,1
PANCI EAGLE 33 SARANGAN,3,1
WAJAN GAGANG ENAMEL,1,1
TREMOS SOLARIS LION STAR,1,4
LEMARI PIRING SLIDING PLUS LACI 6P,1,1
LEMARI PIRING ALUMINIUM 6P WARNA,1,1
SUPERMOP BOLDE UNICRON,1,1
POMPA GALON MANUAL,2,1
LEMARI ROTAN 2 LACI,1,1
MEJA BELAJAR JUMBO+ KURSI APANEL,2,1
BANGKU  BAKSO WARNA,1,4
KERANJANG THANOS,2,1
PAYUNG JUMBO SILVER,3,1
PAYUNG 16 JARI,4,1
SABUT CUCI PIRING,5,1
GUNTING BESAR,1,2
RAK PIRING MASTER,2,1
RAK PIRING RPK 2SSN,1,2
WAKUL EAGLE 26,1,1
